date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2021-12-01,BA,Sítio do Quinto,city,593,11,True,9701,2930766,6112.77188,0.0185
2021-12-01,BA,Sobradinho,city,2201,61,True,23233,2930774,9473.5936,0.0277
2021-12-01,BA,Souto Soares,city,988,22,True,17050,2930808,5794.72141,0.0223
2021-12-01,BA,Tabocas do Brejo Velho,city,293,11,True,12516,2930907,2341.00352,0.0375
2021-12-01,BA,Tanhaçu,city,1484,26,True,20393,2931004,7277.00682,0.0175
2021-12-01,BA,Tanque Novo,city,1093,14,True,17443,2931053,6266.12395,0.0128
2021-12-01,BA,Tanquinho,city,834,17,True,7928,2931103,10519.67709,0.0204
2021-12-01,BA,Taperoá,city,1241,34,True,21253,2931202,5839.17565,0.0274
2021-12-01,BA,Tapiramutá,city,659,6,True,16974,2931301,3882.40839,0.0091
2021-12-01,BA,Teixeira de Freitas,city,19898,318,True,162438,2931350,12249.59677,0.016
2021-12-01,BA,Teodoro Sampaio,city,323,8,True,7359,2931400,4389.18331,0.0248
2021-12-01,BA,Teofilândia,city,1050,21,True,22555,2931509,4655.28708,0.02
2021-12-01,BA,Teolândia,city,1022,10,True,15022,2931608,6803.35508,0.0098
2021-12-01,BA,Terra Nova,city,914,25,True,13025,2931707,7017.27447,0.0274
2021-12-01,BA,Tremedal,city,790,17,True,16189,2931806,4879.85669,0.0215
2021-12-01,BA,Tucano,city,3641,64,True,50798,2931905,7167.60502,0.0176
2021-12-01,BA,Uauá,city,3054,57,True,24113,2932002,12665.36723,0.0187
2021-12-01,BA,Ubaíra,city,1290,30,True,19877,2932101,6489.91296,0.0233
2021-12-01,BA,Ubaitaba,city,1297,43,True,18847,2932200,6881.73184,0.0332
2021-12-01,BA,Ubatã,city,2065,50,True,27263,2932309,7574.36819,0.0242
2021-12-01,BA,Uibaí,city,1009,25,True,13891,2932408,7263.69592,0.0248
2021-12-01,BA,Umburanas,city,777,10,True,19402,2932457,4004.74178,0.0129
2021-12-01,BA,Una,city,1690,46,True,18544,2932507,9113.45988,0.0272
2021-12-01,BA,Urandi,city,858,9,True,16665,2932606,5148.51485,0.0105
2021-12-01,BA,Uruçuca,city,2090,74,True,20413,2932705,10238.57346,0.0354
2021-12-01,BA,Utinga,city,1693,17,True,19256,2932804,8792.06481,0.01
2021-12-01,BA,Valença,city,8035,144,True,97233,2932903,8263.65534,0.0179
2021-12-01,BA,Valente,city,2858,28,True,28800,2933000,9923.61111,0.0098
2021-12-01,BA,Várzea da Roça,city,1160,10,True,14121,2933059,8214.71567,0.0086
2021-12-01,BA,Várzea do Poço,city,543,5,True,9210,2933109,5895.76547,0.0092
2021-12-01,BA,Várzea Nova,city,927,11,True,12625,2933158,7342.57426,0.0119
2021-12-01,BA,Varzedo,city,657,6,True,8785,2933174,7478.6568,0.0091
2021-12-01,BA,Vera Cruz,city,1795,79,True,43716,2933208,4106.04813,0.044
2021-12-01,BA,Vereda,city,665,19,True,6153,2933257,10807.73606,0.0286
2021-12-01,BA,Vitória da Conquista,city,36333,633,True,341128,2933307,10650.84074,0.0174
2021-12-01,BA,Wagner,city,972,9,True,9344,2933406,10402.39726,0.0093
2021-12-01,BA,Wanderley,city,1075,30,True,12180,2933455,8825.94417,0.0279
2021-12-01,BA,Wenceslau Guimarães,city,1977,31,True,20978,2933505,9424.15864,0.0157
2021-12-01,BA,Xique-Xique,city,3095,84,True,46523,2933604,6652.62343,0.0271
